nama_produk,nama_shade,kategori,brand,harga,rating
Lip Scrub,Cotton Candy,lip balm,Liplapin,42000.0,4.0
Baby Color Balm,Baby Red,lip balm,Lip Ice,38000.0,4.4
Lip Balm,Orange,lip balm,Wardah,25000.0,3.8
Lip Care SPF 30,Strawberry,lip balm,Sebamed,65000.0,4.3
Smoochies Lip Balm,Cucumber,lip balm,Emina,27000.0,3.4
24H Melt-In Moisture,Soothe & Protect,lip balm,Nivea,17000.0,4.1
Dew+ Tinted 6hr Lip Moisturizer - Tinted Lipstick meets Lip Balm,Rose Fresh,lip balm,Mad For Makeup,99000.0,4.3
Baby Lips Candy Wow,Cinnamon,lip balm,Maybelline,43000.0,4.3
Color Pop Lip Balm,Pink,lip balm,Madame Gie,9000.0,3.4
Lip Balm,Vanilla,lip balm,Wardah,21000.0,3.7
ColorBurst Matte Balm,Standout,lip balm,Revlon,92000.0,3.9
Lip Care,Pink Bubble Gum,lip balm,Khalisa,26000.0,3.9
Watercolor Lip Serum,02 Mist,lip balm,Emina,35000.0,4.6
Baby Lips Love Color,Berry Crush,lip balm,Maybelline,25000.0,4.1
Tinted Lip Balm,Hibiscus,lip balm,Burt'S Bees,100000.0,4.0
Hypergloss Lip Balm,Dear Rene,lip balm,Dear Me Beauty,89000.0,4.0
Lip Butter,Original,lip balm,Nivea,30000.0,3.8
Cocoa Butter Lip Care Stick,DESCRIPTION,lip balm,The Body Shop,89000.0,4.1
Lip Care,Pure Vanilla Honey,lip balm,Khalisa,28000.0,4.2
Lip Therapy Tube,Rosy Tinted,lip balm,Vaseline,20000.0,4.1
Oh So Kissable Tinted Balm Stick,Plum Candy,lip balm,Emina,29000.0,4.1
Lip Smooth Color Bloom,Pink Blossom,lip balm,Maybelline,25000.0,4.5
Sheer Color,Strawberry,lip balm,Lip Ice,25750.0,3.8
Lip Therapy Mini,Cocoa Butter,lip balm,Vaseline,30000.0,4.3
Baby Lips Candy Wow,Raspberry,lip balm,Maybelline,80000.0,4.0
Vitamin Shake Lip Balm,Cranberry and Raspberry,lip balm,Nivea,25000.0,3.8
Baby Lips Love Color,Cherry Kiss,lip balm,Maybelline,25000.0,4.1
Organic Lip Balm,Vanilla,lip balm,Buttered,45000.0,4.6
Baby Lips Love Color,Coral Flush,lip balm,Maybelline,25000.0,4.1
Lip Therapy Tube,Advanced Healing,lip balm,Vaseline,49999.0,4.2
Sheer Color Beeswax,Strawberry,lip balm,Lip Ice,35000.0,4.0
Lip Therapy Mini,Original,lip balm,Vaseline,50000.0,4.5
Baby Lips Color SPF 20,Anti-Oxidant Berry,lip balm,Maybelline,18000.0,3.7
Tender Care Protecting Balm,Caramel,lip balm,Oriflame,25000.0,3.8
Lip Mask,Milky Matcha,lip balm,Emina,38000.0,4.2
Lipcare,DESCRIPTION,lip balm,Envygreen,85000.0,4.1
Everyday Moisture Lip Nutrition,Honey,lip balm,Wardah,23.0,3.9
My Favorite Things Lip Color Balm,Library Queen,lip balm,Emina,56000.0,3.6
Pop Ball Lip Balm,Watermelon & Pomegranate,lip balm,Nivea,80.0,4.2
Dior Addict Lip Glow Color Reviver Balm,Pink,lip balm,Dior,34.0,4.6
Lip Sleeping Mask,Berry,lip balm,Laneige,250.0,4.6
Organic Lip Balm,Coconut,lip balm,Buttered,45000.0,4.4
Baby Lips Color SPF 20,Lychee Addict,lip balm,Maybelline,70000.0,3.9
Sweet Macaron Lip Balm,DESCRIPTION,lip balm,The Body Culture,50000.0,4.2
Everyday Moisture Lip Nutrition,Green Tea,lip balm,Wardah,25000.0,3.9
Strawberry Lip Butter,DESCRIPTION,lip balm,The Body Shop,0.0,3.4
Lip Mask,Original,lip balm,Emina,0.0,4.3
Lip Balm,Cocoa,lip balm,Utama Spice,15950.0,3.8
YOY Girl! Liptwins Disney Edition,Honey Peach,lip balm,Jacquelle,139000.0,5.0
Lip Sleeping Mask,Vanilla,lip balm,Laneige,260000.0,4.6
Lip Sleeping Mask,Apple Lime,lip balm,Laneige,270000.0,4.8
Bo$$ Baby Sugar Lip Scrub,DESCRIPTION,lip balm,Mineral Botanica,90000.0,4.9
Tinted Lip Balm,Strawberry Kiss,lip balm,Liplapin,55000.0,4.0
Organic Lip Balm,Unscented,lip balm,Buttered,45000.0,4.3
Sport Sunscreen Lip Balm,DESCRIPTION,lip balm,Lip Ice,37000.0,4.4
Lip Therapy Stick,Rosy Lips,lip balm,Vaseline,25000.0,4.1
Shea Butter Lip Balm Stick,DESCRIPTION,lip balm,L'Occitane,142000.0,4.0
Ceramoist Glow Lip Serum,DESCRIPTION,lip balm,Barenbliss,69000.0,4.2
Baby Lips Candy Wow,Orange,lip balm,Maybelline,86000.0,3.9
Lip Butter,Blueberry Blush,lip balm,Nivea,30000.0,4.1
Tender Care Protecting Balm,Rose,lip balm,Oriflame,20000.0,4.1
Everyday Fruity Sheer Lip Balm,Grape,lip balm,Wardah,26.0,4.0
Organic Lip Balm,Strawberry,lip balm,Buttered,45000.0,4.5
Lip Therapy Stick,Original,lip balm,Vaseline,25900.0,4.4
Tender Care Protecting Balm,Pomegranate Seed Oil,lip balm,Oriflame,40000.0,4.8
Reve de Miel Ultra Nourishing Lip Balm,DESCRIPTION,lip balm,Nuxe,215000.0,4.3
Cherry Collagen Moisturizing Essence Lip Mask,DESCRIPTION,lip balm,Bioaqua,5000.0,3.1
Hydra Sugar Lip Serum Intensive Care,DESCRIPTION,lip balm,Mineral Botanica,45000.0,4.1
Lip Oil Serum,DESCRIPTION,lip balm,The Originote,65000.0,3.7
Sheer Color,Orange,lip balm,Lip Ice,22000.0,4.0
Coconut Lip Polish,DESCRIPTION,lip balm,Tiff,65000.0,3.9
Ointment,Original,lip balm,Pure Paw Paw,65000.0,4.7
Tender Care Protecting Balm,Organic Honey,lip balm,Oriflame,44900.0,4.1
Lip Protection,Cocoa and Honey Lip Bliss,lip balm,Sensatia Botanicals,60000.0,3.8
Tender Care Protecting Balm,Bilberry Seed,lip balm,Oriflame,45000.0,4.4
Lip Care,Blooming Fruity,lip balm,Khalisa,28000.0,3.7
Lovely Lips,Natural Pink,lip balm,Nivea,16000.0,3.3
Baby Lips Candy Wow,Peach,lip balm,Maybelline,80000.0,3.1
Organic Lip Balm,Vanilla Latte,lip balm,Buttered,45000.0,4.4
Lip Balm,Chocolate Mint,lip balm,Evete Naturals,40000.0,4.3
Lip Balm #1,DESCRIPTION,lip balm,Kiehl'S,155000.0,3.5
Lip Mask,Orange Squash,lip balm,Emina,38000.0,4.8
Lip Mask,Vanilla Pretzel,lip balm,Emina,38000.0,4.2
Moisture Balm Chic on Lips,Choco Dreamer,lip balm,Viva Cosmetics,14150.0,3.9
Lip Scrub,Cherry Kiss,lip balm,Felinz,25900.0,3.6
Lip Therapy Tube,Original,lip balm,Vaseline,20000.0,4.5
Vitamin E Lip Care SPF 15,DESCRIPTION,lip balm,The Body Shop,99000.0,4.2
Lip Butter,Vanilla & Macadamia,lip balm,Nivea,30000.0,4.1
Watercolor Lip Serum,01 Dawn,lip balm,Emina,35000.0,4.7
The One Lip Spa Care Lip Balm,Nude,lip balm,Oriflame,89000.0,3.1
Lip Cream,DESCRIPTION,lip balm,Dhc,165000.0,4.6
Born Lippy Pot Lip Balm,Raspberry,lip balm,The Body Shop,89000.0,3.5
Lip Scrub,Marshmallow,lip balm,Liplapin,42000.0,4.1
24H Melt-In Moisture,Strawberry Shine,lip balm,Nivea,0.0,3.9
Tinted Lip Balm,Cocoa Butter,lip balm,Liplapin,55000.0,4.2
Lip Smooth Color Bloom,Blossom Peach,lip balm,Maybelline,24500.0,3.9
Lip Balm,DESCRIPTION,lip balm,Himalaya,19000.0,4.1
Hypergloss Lip Balm,Dear Lia,lip balm,Dear Me Beauty,89000.0,4.9
Beeswax Lip Balm,DESCRIPTION,lip balm,Burt'S Bees,70000.0,4.2
Ointment,Passion Fruit,lip balm,Pure Paw Paw,70000.0,4.6
Canola Honey Lip Balm,DESCRIPTION,lip balm,Innisfree,75000.0,4.6
Rêve de Miel Stick Lèvres,DESCRIPTION,lip balm,Nuxe,90000.0,4.5
Tender Care Protecting Balm,Blackcurrant,lip balm,Oriflame,39900.0,4.2
Fruity Lip Balm,Strawberry,lip balm,Lip Ice,13500.0,4.0
Lip Moist Serum,DESCRIPTION,lip balm,Implora,20000.0,4.2
Butter Ice Cream Lip Balm,Matcha,lip balm,Lip Ice,30000.0,4.1
Eternalips,DESCRIPTION,lip balm,Erha,99000.0,4.5
Moisture Balm Chic on Lips,Aloe Secret,lip balm,Viva Cosmetics,14000.0,3.9
Color Pop Lip Balm,Orange,lip balm,Madame Gie,9000.0,3.3
Lip Scrub,Bubble Gum,lip balm,Liplapin,42000.0,3.7
Lip Sugar Scrub,DESCRIPTION,lip balm,Elsheskin,55000.0,4.4
Baby Lips Electro Pop,Pink Shock,lip balm,Maybelline,35000.0,4.1
Repair & Treatment Lip Balm,DESCRIPTION,lip balm,Lip Ice,28000.0,4.4
Watercolor Lip Serum,03 Dusk,lip balm,Emina,35000.0,4.1
Peptide Nourishing Lip Serum,DESCRIPTION,lip balm,Skintific,96000.0,4.4
Shea Lip Butter,DESCRIPTION,lip balm,The Body Shop,89000.0,3.4
Born Lippy Pot Lip Balm,Strawberry,lip balm,The Body Shop,36000.0,3.8
24H Melt-In Moisture,Soft Rose,lip balm,Nivea,20570.0,3.2
Lip Balm,Lemonhead Lip Smack,lip balm,Sensatia Botanicals,60000.0,4.2
Organic Lip Balm,Cherry,lip balm,Buttered,45000.0,4.5
Color Pop Lip Balm,Purple,lip balm,Madame Gie,9000.0,3.4
Ointment,Grape,lip balm,Pure Paw Paw,65000.0,4.6
Lip Butter,Cocoa,lip balm,Nivea,30000.0,4.0
Fruity Lip Balm,Cherry,lip balm,Lip Ice,18000.0,4.0
Lip Therapy Stick,Cocoa Butter,lip balm,Vaseline,22400.0,4.1
Lip Care,Peach Caramel,lip balm,Khalisa,28000.0,3.2
Lip Therapy Tin,Rosy Lips,lip balm,Vaseline,50000.0,4.2
Lip Butter,Raspberry Rose,lip balm,Nivea,30000.0,4.0
Glass Glow Tinted Lip Balm,Caramel Gloss,lip balm,Scarlett,94500.0,4.2
Noera Vita Lip Serum,DESCRIPTION,lip balm,Noera By Reisha,65000.0,4.4
Bee Power Propolis Glow Lip Serum,DESCRIPTION,lip balm,Somethinc,69000.0,4.9
Ointment,Watermelon,lip balm,Pure Paw Paw,65000.0,4.4
Magic Pink Lip Balm,Strawberry,lip balm,Silkygirl,25000.0,3.8
ColorBurst Matte Balm,Sultry,lip balm,Revlon,99000.0,4.0
Baby Color Balm,Baby Pink,lip balm,Lip Ice,38000.0,4.1
Lip Therapy Mini,Rosy Lips,lip balm,Vaseline,50000.0,4.3
24H Melt-In Moisture,Cherry Shine,lip balm,Nivea,12500.0,4.1
Collagen Lip Serum,DESCRIPTION,lip balm,Esenses,28000.0,3.9
Hypergloss Lip Balm,Dear Rachel,lip balm,Dear Me Beauty,89000.0,4.2
Hypergloss Lip Balm,Dear Lala,lip balm,Dear Me Beauty,89000.0,4.1
Bada$$ Babe Sugar Lip Serum,DESCRIPTION,lip balm,Mineral Botanica,95000.0,4.2
Lip Taffy,Vanilla,lip balm,The Bath Box,45000.0,4.1
Mango Lip Butter,DESCRIPTION,lip balm,The Body Shop,89000.0,4.1
24H Melt-In Moisture,Original Care,lip balm,Nivea,12500.0,4.3
Color Pop Lip Balm,Yellow,lip balm,Madame Gie,9000.0,3.5
Moisture Balm Chic on Lips,Strawberry,lip balm,Viva Cosmetics,14000.0,3.9
Lip Balm Lip Nutrition,Vanilla Latte,lip balm,Make Over,35000.0,3.9
Lip Care Stick SPF 30,DESCRIPTION,lip balm,Sebamed,65000.0,4.2
Lip Care SPF 30,Cherry,lip balm,Sebamed,65000.0,4.5
24H Melt-In Moisture,Watermelon Shine,lip balm,Nivea,0.0,4.1
Everyday Fruity Sheer Lip Balm,Strawberry,lip balm,Wardah,23.0,4.2
Chubby Stick Moisturizing Lip Colour Balm,Mega Melon,lip balm,Clinique,0.0,4.0
Lip Balm Nourishing,Honey and Cloudberry,lip balm,Rollover Reaction,95000.0,4.1
Lip Glow Serum,Clear,lip balm,Salsa Cosmetic,23000.0,4.3
Noera Watermelon Moisturizing Lip Balm,DESCRIPTION,lip balm,Noera By Reisha,45000.0,4.7
Tender Care Protecting Balm,Coconut,lip balm,Oriflame,30000.0,3.8
Born Lippy Stick,Strawberry,lip balm,The Body Shop,79000.0,3.6
Duo Lipcare,Peach Crush,lip balm,Luxcrime,109000.0,4.2
